Date,Daily Mean PM2.5 Concentration,temp,visibility,winddir,windspeed,precip,solarradiation,cloudcover,humidity,Month
2020-07-27,12.7,30.2,16.0,258.8,23.4,0.0,250.1,14.2,49.3,7
2020-07-28,11.6,29.8,16.0,276.8,20.2,1.803,199.5,29.1,58.5,7
2020-07-29,11.2,28.0,16.0,158.1,13.5,0.0,202.0,24.9,61.1,7
2020-07-30,11.2,28.9,16.0,264.8,20.0,0.0,185.2,14.1,52.0,7
2020-07-31,9.3,24.5,14.0,48.2,10.8,14.025,121.9,61.9,76.4,7
2020-08-01,12.1,26.3,16.0,183.2,18.4,0.0,243.8,13.2,63.5,8
2020-08-02,13.8,28.1,16.0,173.0,20.5,0.0,150.9,56.5,73.1,8
2020-08-03,7.0,28.2,15.9,243.3,23.1,8.675,232.7,20.1,57.7,8
2020-08-11,13.9,27.8,15.8,188.9,21.9,0.0,199.9,20.6,73.7,8
2020-08-13,13.7,25.0,14.9,45.8,11.0,4.821,76.3,43.1,78.1,8
2020-08-14,13.1,26.1,15.7,55.4,19.2,0.0,161.4,47.7,65.6,8
2020-08-15,9.7,24.4,16.0,61.1,20.5,0.0,160.1,20.6,60.1,8
2020-08-16,7.8,20.8,13.8,42.6,17.9,5.567,40.1,91.9,80.4,8
2020-08-17,9.1,22.0,15.4,147.1,25.2,19.056,162.5,46.4,73.1,8
2020-08-18,7.2,23.1,15.5,310.0,22.7,4.152,209.0,31.4,65.8,8
2020-08-19,9.7,21.5,15.5,36.5,10.9,3.246,100.5,49.5,73.9,8
2020-08-20,6.3,22.0,16.0,353.5,11.5,0.0,214.9,7.0,55.5,8
2020-08-21,9.8,24.6,16.0,232.4,21.6,0.0,185.1,17.8,64.3,8
2020-08-22,11.9,26.8,16.0,238.5,14.5,0.0,155.2,15.4,65.7,8
2020-08-23,10.5,26.2,16.0,192.4,16.6,0.0,201.6,11.0,71.5,8
2020-08-24,9.3,28.0,16.0,253.0,21.2,0.0,179.7,15.3,65.0,8
2020-08-25,9.4,26.9,15.9,284.9,23.4,8.293,169.0,21.2,61.8,8
2020-08-26,4.7,22.4,16.0,312.9,22.3,0.0,176.4,10.2,50.2,8
2020-08-27,11.8,25.5,15.6,257.0,29.5,10.423,191.4,51.4,63.0,8
2020-08-28,11.0,25.2,15.8,263.6,17.4,1.093,175.1,23.3,69.9,8
2020-08-29,7.7,24.6,15.7,222.3,17.1,1.114,68.9,61.0,82.1,8
2020-08-30,3.1,22.9,16.0,306.2,30.2,0.0,205.2,29.2,52.5,8
2020-08-31,5.2,20.8,16.0,84.4,12.2,0.0,110.6,30.2,61.8,8
2021-06-01,11.7,18.5,16.0,241.6,13.5,0.0,196.9,18.2,61.1,6
2021-06-02,8.3,19.6,16.0,178.0,17.7,0.0,146.7,22.5,61.2,6
2021-06-03,9.1,18.9,12.0,111.8,9.5,12.298,86.2,72.2,83.2,6
2021-06-04,7.2,21.3,13.6,224.5,23.3,17.363,124.8,70.0,84.6,6
2021-06-05,10.0,25.5,15.3,248.8,23.8,0.0,327.0,11.0,62.4,6
2021-06-06,13.0,28.6,16.0,224.8,18.0,0.0,317.4,13.9,50.5,6
2021-06-07,18.4,27.6,15.5,187.5,20.5,0.829,169.9,20.9,64.8,6
2021-06-08,11.3,26.1,14.5,194.5,17.5,26.311,151.6,37.3,75.9,6
2021-06-09,8.0,26.8,15.8,308.6,14.3,0.099,231.8,45.4,71.3,6
2021-06-10,7.1,24.5,16.0,78.2,21.0,0.0,264.3,36.4,52.5,6
