Date,Daily Mean PM2.5 Concentration,temp,visibility,winddir,windspeed,precip,solarradiation,cloudcover,humidity
4/9/2015,4.1,4.3,11.5,66.5,18.8,0,54.3,100,82.3
4/12/2015,6.9,11,16,223.1,18.9,0,299.9,2.7,42.8
4/18/2015,6.1,19.6,16,308.6,21.4,0,297.3,13.8,41.9
4/21/2015,5,14.6,11.9,269.8,29.5,6.582,285.3,52.5,60.4
4/24/2015,1.5,5.9,16,320.3,33.3,0,263.2,60.4,39.1
4/27/2015,1.5,12.2,16,320.4,24.6,0,264.7,86.9,42.2
4/30/2015,4.3,12.7,16,78.3,17.8,0,281.5,36,56.2
5/3/2015,9.7,16.9,16,184.3,20.9,0,308.8,18.2,42.9
5/6/2015,9.1,18.9,16,35.8,14.4,0,137.4,67.2,42.8
5/9/2015,16.2,16.2,7.7,85.1,12.2,0.059,213.2,90.1,81.7
5/12/2015,13.5,24.6,14.4,258.8,28.7,0,236.1,45,58.7
5/15/2015,10,17.2,16,199.8,22.4,0,251.5,25.7,42.7
5/18/2015,13.6,18,11.3,81.4,20.5,0,252.3,76.5,76.9
5/21/2015,5,13.6,16,200,19.4,0,250.4,74.8,48.6
5/24/2015,10,19.5,16,209.6,16,0,330.4,12,42.9
5/27/2015,14.3,23.9,14.6,186.5,22,6.85,297.7,55.8,69.6
5/30/2015,8.1,23.7,15.9,185.4,20.4,0,342.7,21.9,67
6/2/2015,3.5,11.4,9.6,40.7,18,10.629,101.5,99.4,88.1
6/5/2015,8.1,15.9,14.1,70.2,12.2,1.811,143,87.8,73
6/8/2015,8.2,21,15.7,179.8,22.3,1.49,310.2,64.9,65.7
6/11/2015,29.2,27.3,13.7,233.2,18.2,0,224.8,29.1,55.8
6/14/2015,8.9,25,15.6,148.3,18.4,1.584,271.8,33.2,52.6
6/17/2015,7.5,22.5,15.8,32.5,18.4,0,309.3,31.8,60.9
6/20/2015,8.5,20.2,11.5,59.6,14.2,0.475,170.4,90.6,71.1
6/23/2015,17,27.8,15.4,230.3,26.3,0.537,179.5,30,63.2
6/26/2015,10.6,23.4,16,61.1,19.3,0,301.1,69.1,56.7
6/29/2015,3.3,21.4,16,264.5,21.9,0,325.7,42.5,58.1
7/2/2015,14.3,23.4,15.8,318,11.7,0,248.1,32.1,57.9
7/5/2015,14.1,24,15.5,277.2,11.7,0,314.3,36.8,61
7/8/2015,16.9,26.7,13.5,248.7,15,2.872,173.3,41.7,71.1
7/11/2015,12.7,25.6,15.9,19.8,10.5,0,335.9,14.9,47.2
7/14/2015,11,24.5,14.6,143.6,14.9,11.576,176.7,54.4,72.3
7/17/2015,7.3,22.7,15.9,184.1,20.5,0,322,24.6,61
7/20/2015,15,30.9,15.6,277.1,18.3,0,293.9,29.2,54
7/23/2015,4.9,24.4,16,307.5,18.6,0,324.7,20.3,41.1
7/26/2015,10.2,26.7,16,197.5,21.8,0.256,276.9,63.3,53.8
7/29/2015,18.6,29.8,15.6,211.7,19.7,0,284.3,19,53.4
8/1/2015,7.8,27.4,16,267.8,20.5,0,300.7,31.8,45.4
8/4/2015,9.4,27.4,15.5,246.8,23.8,6.505,290.8,22.8,50.9
8/7/2015,5.2,24.3,16,61.7,16.5,0,283,12.8,48.9
