Date,Daily Mean PM2.5 Concentration,temp,visibility,winddir,windspeed,precip,solarradiation,cloudcover,humidity,Month
2019-03-04,6.4,1.3,12.9,328.2,28.1,11.529,95.0,74.0,68.1,3
2019-03-07,11.0,-3.8,16.0,281.0,34.2,0.0,128.2,39.8,44.9,3
2019-03-10,10.7,3.7,6.2,79.5,28.2,14.056,25.1,91.3,88.0,3
2019-03-13,12.3,3.8,15.9,208.6,20.0,0.0,143.6,20.4,50.2,3
2019-03-16,2.2,8.9,16.0,292.3,29.9,0.0,157.2,53.8,41.6,3
2019-03-19,6.1,5.0,16.0,322.2,14.8,0.0,169.9,22.6,41.7,3
2019-03-22,2.1,6.7,11.5,321.8,31.3,25.383,99.9,74.0,72.9,3
2019-03-25,6.9,10.3,16.0,320.5,20.5,0.0,76.9,90.4,38.3,3
2019-03-28,7.3,6.2,16.0,176.4,22.1,0.0,193.9,16.4,56.5,3
2019-03-31,8.6,11.3,14.9,275.2,30.9,1.831,45.9,49.2,64.1,3
2019-04-03,4.8,11.7,16.0,294.8,34.4,0.0,228.0,21.4,43.3,4
2019-04-06,5.6,10.7,11.6,337.9,22.1,1.235,414.5,49.9,68.6,4
2019-04-09,13.6,8.8,7.6,85.7,20.5,0.741,98.9,96.4,85.2,4
2019-04-12,7.1,12.5,14.7,109.4,22.3,12.436,225.0,78.5,60.2,4
2019-04-15,3.0,13.5,14.3,264.8,42.0,20.938,120.9,68.8,70.2,4
2019-04-18,8.3,13.4,15.5,122.6,21.2,0.0,68.1,71.4,63.7,4
2019-04-21,6.7,14.6,15.9,125.5,17.0,0.0,175.8,57.4,71.0,4
2019-04-24,4.1,18.1,15.8,303.5,25.2,1.598,265.7,17.7,48.2,4
2019-04-27,2.7,11.8,15.5,297.3,37.1,2.119,201.9,47.5,50.6,4
2019-04-30,10.6,11.8,10.8,86.2,16.0,2.285,98.5,83.2,82.7,4
2019-05-03,12.3,11.5,9.2,74.9,12.2,0.142,51.5,98.9,86.2,5
2019-05-06,4.0,14.9,15.8,53.9,27.2,1.243,172.6,56.8,68.1,5
2019-05-09,5.0,13.3,16.0,92.2,22.1,0.0,126.4,76.3,62.3,5
2019-05-12,2.6,9.5,7.6,62.1,25.7,35.037,29.6,93.4,86.5,5
2019-05-15,4.2,13.9,15.6,313.0,16.7,0.874,262.1,56.4,60.8,5
2019-05-18,5.7,18.4,16.0,302.7,18.8,0.0,283.8,14.7,49.7,5
2019-05-21,2.3,18.1,16.0,321.0,29.4,0.0,297.9,23.4,41.4,5
2019-05-24,4.5,20.7,15.9,313.7,38.6,0.0,303.2,22.1,58.1,5
2019-05-27,5.1,23.0,16.0,352.1,19.5,0.0,288.0,16.0,48.4,5
2019-05-30,9.2,16.4,7.8,134.0,14.2,18.743,148.5,94.6,89.1,5
2020-03-01,7.6,0.9,16.0,306.2,21.0,0.0,157.2,7.3,43.4,3
2020-03-02,14.7,8.5,16.0,189.7,20.6,0.0,153.3,32.2,50.0,3
2020-03-03,15.1,11.4,13.2,203.2,19.0,6.741,69.6,59.9,74.7,3
2020-03-04,5.6,9.8,16.0,274.5,31.9,0.271,160.3,26.9,48.2,3
2020-03-05,6.1,6.9,16.0,297.5,24.2,0.0,156.7,16.4,50.5,3
2020-03-06,8.3,4.7,13.8,40.0,18.3,8.479,38.4,61.5,78.4,3
2020-03-07,3.5,4.6,16.0,339.8,33.6,0.0,167.8,29.8,46.2,3
2020-03-08,5.8,7.5,16.0,257.9,19.9,0.0,162.2,21.5,32.4,3
2020-03-09,11.7,13.8,16.0,223.8,23.5,0.0,173.8,9.4,30.0,3
2020-03-10,11.2,15.1,16.0,228.1,27.3,0.0,64.8,53.9,50.4,3
2020-03-11,5.3,10.3,16.0,345.0,24.6,0.0,138.1,32.9,46.7,3
2020-03-12,11.3,7.2,15.6,65.1,14.9,0.796,51.8,74.4,65.2,3
2020-03-13,11.0,12.9,10.2,261.9,32.8,6.885,124.8,64.7,66.2,3
2020-03-14,4.6,8.9,16.0,307.7,29.5,0.0,182.8,23.8,35.5,3
2020-03-15,4.7,8.1,16.0,16.9,16.2,0.0,183.0,45.8,37.1,3
2020-03-16,5.8,3.7,16.0,79.5,19.9,0.0,157.5,37.2,45.4,3
2020-03-17,9.4,8.1,15.0,220.1,16.6,3.988,74.9,83.6,74.0,3
2020-03-18,8.8,8.2,16.0,201.6,16.8,0.0,178.0,21.0,46.7,3
2020-03-19,7.9,8.0,11.8,52.3,16.5,23.099,57.8,97.7,80.2,3
2020-03-20,17.7,14.6,12.4,230.3,25.1,0.0,98.2,79.4,73.8,3
2020-03-22,7.7,3.3,16.0,64.3,21.6,0.0,183.5,53.1,39.8,3
2020-03-23,5.0,3.1,10.2,71.1,23.6,28.439,20.3,85.5,78.7,3
2020-03-24,6.5,6.8,16.0,0.2,18.4,0.0,211.3,30.1,64.4,3
2020-03-25,5.9,5.7,16.0,56.6,27.1,0.158,59.7,65.1,70.4,3
2021-03-01,7.5,5.5,10.1,304.6,36.2,5.78,44.2,80.4,71.9,3
2021-03-02,3.1,-2.3,16.0,301.4,36.3,0.0,163.9,7.9,33.9,3
2021-03-03,11.1,4.9,16.0,257.8,17.8,0.0,160.5,18.1,40.6,3
2021-03-04,9.4,3.6,16.0,310.4,38.4,0.0,135.3,42.6,46.7,3
2021-03-05,1.9,-1.0,16.0,302.8,39.9,0.0,170.4,7.4,33.8,3
2021-03-06,1.6,-0.3,16.0,303.8,38.2,0.0,107.1,80.9,44.6,3
